transaction_id,transaction_date,amount_local,currency,amount_eur,payment_type,processing_status,sender_country,receiver_country,merchant_category,customer_segment,sender_bic,receiver_bic,is_cross_border,risk_score,is_flagged,year,month,month_name,day_of_week,hour,quarter,week_number,is_weekend,is_off_hours
58fa0dd0-adf7-4579-b542-d9fe6ca7b716,2023-01-01 19:37:46,3503.5,SEK,315.31,SEPA Direct Debit,Pending,NL,CH,Retail,SME,INGBNL2A679,UBSWCHZH831,True,24.75,False,2023,1,Jan,Sunday,19,1,52,True,False
fe746ce1-9ec0-4dc5-9827-2e63addc667d,2023-01-01 21:02:18,16234.61,EUR,16234.61,SEPA Direct Debit,Completed,DK,NL,Healthcare,Corporate,XXXXXXXX244,INGBNL2A643,True,12.8,False,2023,1,Jan,Sunday,21,1,52,True,False
a1478276-3e0a-47cf-a6b9-b080a418b9c3,2023-01-01 23:07:26,59.24,EUR,59.24,SEPA Credit Transfer,Pending,AT,HU,Retail,Retail,XXXXXXXX219,XXXXXXXX796,True,15.22,False,2023,1,Jan,Sunday,23,1,52,True,True
f8c1edc2-6ea9-45b0-8a35-627670d220e6,2023-01-01 23:27:38,1977.71,GBP,2313.92,SEPA Credit Transfer,Completed,DE,CZ,Retail,SME,BYLADEM1861,XXXXXXXX917,True,17.76,False,2023,1,Jan,Sunday,23,1,52,True,True
22d469e6-54e6-48eb-9312-a3dbc93e3633,2023-01-02 00:27:17,464.52,CHF,510.97,SEPA Credit Transfer,Completed,IT,PT,Manufacturing,Retail,BNLIITRR813,XXXXXXXX139,True,15.71,False,2023,1,Jan,Monday,0,1,1,False,True
f59bd137-14c6-4feb-8bde-31798129b8e0,2023-01-02 00:32:19,13264.04,EUR,13264.04,SEPA Credit Transfer,Failed,FR,IT,Travel,SME,CMCIFRPP219,UNCRITMM436,True,33.32,False,2023,1,Jan,Monday,0,1,1,False,True
cf05e121-5dd2-4282-9422-2afb24cbab74,2023-01-02 02:32:54,4996.63,EUR,4996.63,SWIFT,Completed,FI,DK,Healthcare,Retail,XXXXXXXX807,XXXXXXXX900,True,18.32,False,2023,1,Jan,Monday,2,1,1,False,True
3c588b67-dc75-4f20-a8ad-99c37b8d13ef,2023-01-02 03:06:36,95.93,EUR,95.93,Card Payment,Completed,RO,RO,Healthcare,Corporate,XXXXXXXX226,XXXXXXXX113,False,15.42,False,2023,1,Jan,Monday,3,1,1,False,True
151eb293-b5f6-4c55-834f-10e21006f830,2023-01-02 03:24:09,502.94,EUR,502.94,SEPA Credit Transfer,Completed,FR,CZ,Financial Svcs,Retail,BNPAFRPP289,XXXXXXXX769,True,17.53,False,2023,1,Jan,Monday,3,1,1,False,True
bfc582ed-7db9-4372-9a55-4d6406e53972,2023-01-02 07:17:21,2722.47,PLN,626.17,SWIFT,Completed,PL,FI,Gambling,Retail,PKOPPLPW967,XXXXXXXX533,True,26.96,False,2023,1,Jan,Monday,7,1,1,False,False
6be1c7b1-e906-467b-a4f9-c78daf72dd78,2023-01-02 13:07:44,503.45,EUR,503.45,SEPA Credit Transfer,Completed,NL,BE,Manufacturing,Retail,RABONL2U643,XXXXXXXX378,True,3.7,False,2023,1,Jan,Monday,13,1,1,False,False
977d3bbf-7d09-4022-a568-137df2414969,2023-01-02 13:10:41,1824.6,SEK,56775.75,SWIFT,Completed,CZ,US,Financial Svcs,Retail,XXXXXXXX266,BOFAUS3N577,True,75.8,True,2023,1,Jan,Monday,13,1,1,False,False
c5fd77ef-a9a6-4d0b-921d-1b90134b08dd,2023-01-02 14:14:31,500.0,GBP,585.0,SEPA Direct Debit,Completed,FR,AT,Real Estate,Corporate,SOGEFRPP532,XXXXXXXX899,True,1.92,False,2023,1,Jan,Monday,14,1,1,False,False
ccd33dc1-39ab-424c-80d8-f7713e362151,2023-01-02 15:58:50,143.01,EUR,143.01,SEPA Credit Transfer,Pending,CZ,DE,Financial Svcs,Retail,XXXXXXXX887,BYLADEM1457,True,4.97,False,2023,1,Jan,Monday,15,1,1,False,False
7a6c069f-158f-4c10-a172-6d7da10b42ee,2023-01-02 16:36:54,29.29,CHF,32.22,Card Payment,Completed,HU,RO,Financial Svcs,SME,XXXXXXXX896,XXXXXXXX427,True,3.89,False,2023,1,Jan,Monday,16,1,1,False,False
9969098c-5857-4e44-8c4c-5e079c1befe7,2023-01-02 16:40:57,10325.0,GBP,12080.25,SEPA Direct Debit,Pending,FR,US,Travel,SME,BNPAFRPP155,BOFAUS3N616,True,31.37,False,2023,1,Jan,Monday,16,1,1,False,False
36ebaeb0-45c4-44a4-bf15-486a9ff7a3e7,2023-01-02 18:15:25,185.23,SEK,16.67,SEPA Credit Transfer,Failed,SE,PL,Manufacturing,Retail,HANDSESS631,PKOPPLPW571,True,12.4,False,2023,1,Jan,Monday,18,1,1,False,False
2750e5ca-c84c-42ea-aec6-0739b5e52ae7,2023-01-02 19:11:19,42643.11,EUR,42643.11,SWIFT,Completed,ES,CH,Real Estate,Retail,CAIXESBB925,UBSWCHZH687,True,52.35,False,2023,1,Jan,Monday,19,1,1,False,False
f79e1c93-f935-41cc-93f6-42cbf78078a5,2023-01-02 19:24:56,314.61,EUR,314.61,SEPA Direct Debit,Completed,PL,ES,Financial Svcs,Retail,PKOPPLPW674,CAIXESBB754,True,4.08,False,2023,1,Jan,Monday,19,1,1,False,False
72c1a638-2cb2-4f40-8dfe-f2c2abf1133d,2023-01-02 21:23:05,3077.28,CHF,3385.01,SEPA Credit Transfer,Completed,FI,GB,Retail,SME,XXXXXXXX550,NWBKGB2L193,True,20.86,False,2023,1,Jan,Monday,21,1,1,False,False
157d879a-c1e7-4924-a35a-65d26c964239,2023-01-02 23:28:53,2057.91,EUR,2057.91,SEPA Credit Transfer,Completed,DE,FR,Retail,Retail,COBADEFF410,BNPAFRPP647,True,18.8,False,2023,1,Jan,Monday,23,1,1,False,True
61eef4d3-0b7c-4ce7-bdf3-dfdd5cf27c5e,2023-01-02 23:58:46,45.38,EUR,45.38,Card Payment,Completed,PT,HU,Retail,Retail,XXXXXXXX647,XXXXXXXX925,True,17.2,False,2023,1,Jan,Monday,23,1,1,False,True
4788dfcc-3795-4d2b-9f3b-7b467e35f4f2,2023-01-03 02:13:34,19.8,GBP,23.17,SEPA Credit Transfer,Completed,BE,PL,Healthcare,Retail,XXXXXXXX225,PKOPPLPW533,True,19.66,False,2023,1,Jan,Tuesday,2,1,1,False,True
cf3117f6-537f-4f74-8d46-70fcadc35524,2023-01-03 02:36:27,1824.76,SEK,164.23,SWIFT,Completed,AT,RO,Retail,SME,XXXXXXXX729,XXXXXXXX911,True,16.01,False,2023,1,Jan,Tuesday,2,1,1,False,True
b5f12685-421e-4785-a504-0fc23d011247,2023-01-03 03:47:04,290.86,SEK,26.18,SEPA Direct Debit,Completed,NL,PL,SaaS / Software,Retail,INGBNL2A534,BREXPLPW486,True,18.03,False,2023,1,Jan,Tuesday,3,1,1,False,True
9e0854f5-503b-4f50-a95e-d1d1a4cbc104,2023-01-03 06:01:31,6766.05,EUR,6766.05,SEPA Credit Transfer,Pending,PL,DK,Travel,SME,BREXPLPW222,XXXXXXXX889,True,3.67,False,2023,1,Jan,Tuesday,6,1,1,False,False
fdfb8bbf-7a88-47e1-97a6-8762535733b8,2023-01-03 07:14:20,58169.27,EUR,58169.27,SWIFT,Completed,BE,IT,Logistics,SME,XXXXXXXX152,BCITITMM190,True,16.41,False,2023,1,Jan,Tuesday,7,1,1,False,False
855d965f-677e-41b9-a090-895f8d7cc147,2023-01-03 12:29:49,56.63,EUR,56.63,Card Payment,Completed,PT,US,SaaS / Software,SME,XXXXXXXX612,CHASUS33619,True,24.04,False,2023,1,Jan,Tuesday,12,1,1,False,False
1cf87744-61fa-40e3-920e-6cce26692894,2023-01-03 12:30:28,14390.87,EUR,14390.87,SEPA Direct Debit,Completed,BE,DK,Retail,Corporate,XXXXXXXX605,XXXXXXXX763,True,12.65,False,2023,1,Jan,Tuesday,12,1,1,False,False
28d7ac24-2af0-44ee-a5a6-62a40eabd918,2023-01-03 14:12:47,13626.28,EUR,13626.28,SWIFT,Completed,HU,GB,Manufacturing,Retail,XXXXXXXX881,HBUKGB4B771,True,30.96,False,2023,1,Jan,Tuesday,14,1,1,False,False
93800da6-2649-45c9-8ffd-54b105fb2360,2023-01-03 14:20:03,168.74,PLN,38.81,SEPA Credit Transfer,Reversed,AT,IT,SaaS / Software,Retail,XXXXXXXX194,BCITITMM879,True,13.91,False,2023,1,Jan,Tuesday,14,1,1,False,False
3bab5bd3-7366-4463-83fe-074b42a3bd7c,2023-01-03 17:46:11,343.81,EUR,343.81,SEPA Credit Transfer,Completed,PT,BE,Retail,SME,XXXXXXXX142,XXXXXXXX265,True,2.95,False,2023,1,Jan,Tuesday,17,1,1,False,False
fbaf3c54-ab74-4be3-9459-e3abf840a6ce,2023-01-03 17:50:42,184.37,EUR,184.37,SEPA Credit Transfer,Completed,FI,SE,Manufacturing,Retail,XXXXXXXX593,HANDSESS794,True,3.2,False,2023,1,Jan,Tuesday,17,1,1,False,False
25298da5-bd73-44b8-99fe-2e66f844bfde,2023-01-03 17:51:28,5363.77,EUR,5363.77,SWIFT,Reversed,ES,CH,Logistics,Corporate,CAIXESBB112,CRESCHZZ609,True,32.09,False,2023,1,Jan,Tuesday,17,1,1,False,False
c894e7a0-dde9-42c8-ac79-828a688edf4b,2023-01-03 18:57:15,6096.44,EUR,6096.44,SWIFT,Completed,ES,US,Logistics,Retail,SANESSS786,BOFAUS3N362,True,43.86,False,2023,1,Jan,Tuesday,18,1,1,False,False
5275f69a-67e4-4e3a-9fe5-4d6e8a0d414f,2023-01-03 18:59:34,376.37,PLN,86.57,SEPA Credit Transfer,Completed,HU,DK,Real Estate,SME,XXXXXXXX617,XXXXXXXX728,True,0.46,False,2023,1,Jan,Tuesday,18,1,1,False,False
565f8dc7-1522-427d-a86b-0a5d918100bc,2023-01-03 19:48:20,279.44,EUR,279.44,Card Payment,Reversed,SE,FI,Retail,Corporate,SWEDSESS483,XXXXXXXX688,True,13.65,False,2023,1,Jan,Tuesday,19,1,1,False,False
df13e6bf-099f-4b52-ab7d-c1733933ebc1,2023-01-03 20:19:38,12420.56,EUR,12420.56,SEPA Credit Transfer,Completed,BE,NL,Logistics,SME,XXXXXXXX248,INGBNL2A283,True,12.8,False,2023,1,Jan,Tuesday,20,1,1,False,False
270ed3c3-0fc4-4891-8499-7eeaab31563d,2023-01-03 21:39:03,248.44,EUR,248.44,Card Payment,Pending,FI,PT,Logistics,Retail,XXXXXXXX458,XXXXXXXX947,True,2.17,False,2023,1,Jan,Tuesday,21,1,1,False,False
361abeb0-c06b-4257-9b70-3d633c15b3fe,2023-01-04 01:56:40,63.59,GBP,74.4,SEPA Credit Transfer,Completed,RO,HU,Travel,Retail,XXXXXXXX406,XXXXXXXX283,True,18.43,False,2023,1,Jan,Wednesday,1,1,1,False,True
74956ac4-21ad-420e-bfa9-f61c5f67400b,2023-01-04 02:25:50,101.8,EUR,101.8,Card Payment,Completed,HU,BE,Travel,Retail,XXXXXXXX340,XXXXXXXX597,True,16.77,False,2023,1,Jan,Wednesday,2,1,1,False,True
1b844f61-89c3-4bcd-8702-f1d5b8cd7dd2,2023-01-04 02:51:55,190.47,CHF,209.52,SEPA Credit Transfer,Completed,HU,HU,Retail,Retail,XXXXXXXX510,XXXXXXXX146,False,16.69,False,2023,1,Jan,Wednesday,2,1,1,False,True
8072d835-fac4-4263-ac2b-c394721f807d,2023-01-04 03:57:12,42.0,EUR,42.0,Card Payment,Pending,DE,PL,Retail,Retail,DEUTDEDB461,PKOPPLPW859,True,15.91,False,2023,1,Jan,Wednesday,3,1,1,False,True
3c6f1c52-e15d-4834-a8c9-f48b628d0bd7,2023-01-04 05:27:10,231.63,CHF,254.79,SEPA Credit Transfer,Completed,DE,BE,Manufacturing,Retail,DEUTDEDB497,XXXXXXXX669,True,16.37,False,2023,1,Jan,Wednesday,5,1,1,False,True
565cfae7-0e54-4565-8395-00315cb57013,2023-01-04 05:34:21,356.86,EUR,356.86,Card Payment,Completed,DK,DK,Real Estate,SME,XXXXXXXX937,XXXXXXXX109,False,19.89,False,2023,1,Jan,Wednesday,5,1,1,False,True
0de0f5fc-9945-4d73-bd16-ba5a06e3a06c,2023-01-04 06:33:48,134.98,GBP,157.93,SEPA Credit Transfer,Completed,PL,DK,Financial Svcs,SME,PKOPPLPW893,XXXXXXXX953,True,2.1,False,2023,1,Jan,Wednesday,6,1,1,False,False
b8e14815-974c-494e-9cd9-ec1dc5c0d3b0,2023-01-04 09:28:10,327.82,EUR,327.82,SEPA Credit Transfer,Completed,FR,IT,Financial Svcs,Retail,BNPAFRPP399,BCITITMM572,True,0.78,False,2023,1,Jan,Wednesday,9,1,1,False,False
200025a4-36db-4bce-abbb-fcee9bbc111c,2023-01-04 10:22:35,13727.72,EUR,13727.72,SWIFT,Completed,SE,SG,Retail,Corporate,HANDSESS404,XXXXXXXX768,True,50.91,False,2023,1,Jan,Wednesday,10,1,1,False,False
fd5fbee9-67dc-4c6f-b783-5edb9ea25c77,2023-01-04 12:26:58,19.64,EUR,19.64,Card Payment,Completed,DE,DE,Manufacturing,Retail,SSKMDEMMXXX380,COBADEFF663,False,4.19,False,2023,1,Jan,Wednesday,12,1,1,False,False
4ae54ac4-8d87-49be-9f3f-8a210eb3f1df,2023-01-04 13:10:47,147.62,EUR,147.62,SEPA Direct Debit,Failed,PT,BE,Retail,SME,XXXXXXXX880,XXXXXXXX817,True,10.88,False,2023,1,Jan,Wednesday,13,1,1,False,False
a78bd2c9-e9d2-49eb-9714-8429af863d70,2023-01-04 13:11:30,160.29,EUR,160.29,SEPA Credit Transfer,Completed,RO,DK,Financial Svcs,Retail,XXXXXXXX220,XXXXXXXX733,True,4.49,False,2023,1,Jan,Wednesday,13,1,1,False,False
1d92763f-1893-452e-ae64-fdb96bdfc519,2023-01-04 14:37:35,922.57,EUR,922.57,SEPA Credit Transfer,Pending,SE,GB,Real Estate,Retail,HANDSESS234,HBUKGB4B137,True,21.03,False,2023,1,Jan,Wednesday,14,1,1,False,False
dfee3b6b-3228-49aa-b8d6-11659a225385,2023-01-04 14:44:28,421.65,EUR,421.65,SEPA Direct Debit,Pending,FR,US,Travel,Retail,SOGEFRPP947,BOFAUS3N431,True,24.43,False,2023,1,Jan,Wednesday,14,1,1,False,False
7494d3ef-3177-455d-aa2e-1c2628a2e138,2023-01-04 15:21:11,2622.86,EUR,2622.86,SEPA Direct Debit,Completed,SE,PL,Financial Svcs,Corporate,SWEDSESS402,PKOPPLPW633,True,2.85,False,2023,1,Jan,Wednesday,15,1,1,False,False
d1c8877c-1c98-415e-a4c0-1456486bc2a6,2023-01-04 15:51:57,22537.36,EUR,22537.36,SWIFT,Completed,AT,RO,Retail,SME,XXXXXXXX879,XXXXXXXX690,True,8.51,False,2023,1,Jan,Wednesday,15,1,1,False,False
68e6869e-98ed-4407-979c-488ff1eccdcf,2023-01-04 17:02:13,4162.86,SEK,374.66,SEPA Credit Transfer,Completed,RO,SE,Manufacturing,SME,XXXXXXXX659,SWEDSESS834,True,1.67,False,2023,1,Jan,Wednesday,17,1,1,False,False
99d63aa6-8a6a-441c-811d-9865fb3a060a,2023-01-04 17:39:25,265.16,EUR,265.16,SEPA Direct Debit,Completed,FI,PT,Logistics,SME,XXXXXXXX256,XXXXXXXX631,True,1.73,False,2023,1,Jan,Wednesday,17,1,1,False,False
42522712-3bc4-47df-9508-2cd34fd1aa76,2023-01-04 20:06:55,5644.32,EUR,5644.32,SWIFT,Pending,ES,NL,Crypto Exchange,SME,BBVAESBB865,INGBNL2A569,True,28.06,False,2023,1,Jan,Wednesday,20,1,1,False,False
d2d08e98-2999-473f-b556-cda27018e1e8,2023-01-04 20:15:43,51.77,CHF,56.95,Card Payment,Completed,RO,AT,Healthcare,SME,XXXXXXXX436,XXXXXXXX978,True,4.83,False,2023,1,Jan,Wednesday,20,1,1,False,False
a0f87ffa-ae77-4c31-9b6f-9449ad4c6cab,2023-01-04 20:21:14,301.47,EUR,301.47,SEPA Credit Transfer,Reversed,BE,BE,Travel,Retail,XXXXXXXX939,XXXXXXXX869,False,14.62,False,2023,1,Jan,Wednesday,20,1,1,False,False
fb9d904f-2f8a-419c-8611-07747db2563b,2023-01-04 21:56:07,43369.3,EUR,43369.3,SWIFT,Pending,CZ,SE,Travel,Retail,XXXXXXXX857,HANDSESS566,True,29.05,False,2023,1,Jan,Wednesday,21,1,1,False,False
b85e7501-6f4c-4ae9-9517-eee1423038af,2023-01-04 22:51:16,85.72,EUR,85.72,Card Payment,Completed,SE,HU,Retail,Retail,SWEDSESS134,XXXXXXXX409,True,17.07,False,2023,1,Jan,Wednesday,22,1,1,False,True
c6290015-7807-449d-8e7f-755705b41110,2023-01-05 00:10:33,13216.21,EUR,13216.21,SWIFT,Completed,IT,CZ,Travel,Corporate,BCITITMM183,XXXXXXXX855,True,27.44,False,2023,1,Jan,Thursday,0,1,1,False,True
28707a3d-2481-48fd-8d89-736f1c7c2191,2023-01-05 05:26:07,909.57,EUR,909.57,SEPA Credit Transfer,Failed,SE,FR,Travel,Retail,SWEDSESS878,BNPAFRPP946,True,28.73,False,2023,1,Jan,Thursday,5,1,1,False,True
60a35b66-6251-4074-84ea-f7122a8db8b2,2023-01-05 09:21:07,1633.21,EUR,1633.21,SEPA Credit Transfer,Completed,DK,HU,Retail,SME,XXXXXXXX871,XXXXXXXX822,True,4.94,False,2023,1,Jan,Thursday,9,1,1,False,False
06f2c49f-2439-4813-92fc-49d384681892,2023-01-05 09:59:29,390.38,EUR,390.38,SEPA Credit Transfer,Completed,DK,GB,Gambling,SME,XXXXXXXX971,NWBKGB2L713,True,45.39,False,2023,1,Jan,Thursday,9,1,1,False,False
00dcadf8-905f-4bcf-8f02-34d3c2c55468,2023-01-05 11:31:06,13128.2,GBP,15359.99,SWIFT,Completed,DK,DE,Retail,Retail,XXXXXXXX351,BYLADEM1488,True,9.39,False,2023,1,Jan,Thursday,11,1,1,False,False
61478801-e6dd-4fbd-8b19-286a9087c4f6,2023-01-05 11:36:24,5402.4,EUR,5402.4,SWIFT,Pending,ES,FI,Financial Svcs,Retail,CAIXESBB666,XXXXXXXX563,True,0.71,False,2023,1,Jan,Thursday,11,1,1,False,False
a3e596ad-6632-488a-91fa-ea1ed7a71a11,2023-01-05 11:41:02,49.55,EUR,49.55,SEPA Credit Transfer,Completed,FI,DK,Financial Svcs,Retail,XXXXXXXX896,XXXXXXXX548,True,2.61,False,2023,1,Jan,Thursday,11,1,1,False,False
30480e09-1d00-4414-a307-3cbc0d74abf1,2023-01-05 13:36:27,335.28,EUR,335.28,SEPA Direct Debit,Completed,ES,GB,Retail,SME,CAIXESBB181,BARCGB22876,True,24.48,False,2023,1,Jan,Thursday,13,1,1,False,False
4b3b79d4-ee6b-4383-a81a-51aa4399bd0c,2023-01-05 14:04:41,7.48,CHF,8.23,Card Payment,Pending,BE,DE,Retail,Corporate,XXXXXXXX479,COBADEFF410,True,0.95,False,2023,1,Jan,Thursday,14,1,1,False,False
5885e191-73b6-4ad4-8f26-5758c1be2d75,2023-01-05 15:19:45,2676.81,EUR,2676.81,SEPA Credit Transfer,Completed,DE,FI,SaaS / Software,SME,SSKMDEMMXXX334,XXXXXXXX786,True,4.22,False,2023,1,Jan,Thursday,15,1,1,False,False
f80ad824-eb35-4c80-9f00-b2af07d7e6b4,2023-01-05 15:32:02,173.67,EUR,173.67,SEPA Credit Transfer,Completed,PL,IT,Retail,Retail,PKOPPLPW330,BCITITMM955,True,4.87,False,2023,1,Jan,Thursday,15,1,1,False,False
c488897f-338d-4b28-82e1-ad1d927fbc39,2023-01-05 16:38:36,202.76,EUR,202.76,SEPA Direct Debit,Completed,DK,FR,SaaS / Software,SME,XXXXXXXX171,BNPAFRPP153,True,1.66,False,2023,1,Jan,Thursday,16,1,1,False,False
d977a5cc-fe4a-42d9-bf5d-3b6b01289302,2023-01-05 22:37:24,508.7,EUR,508.7,SEPA Credit Transfer,Reversed,DE,AT,Logistics,Retail,COBADEFF786,XXXXXXXX546,True,27.99,False,2023,1,Jan,Thursday,22,1,1,False,True
94aee579-c1a1-4ac7-8be3-fbe0b8dd0060,2023-01-05 23:33:58,1384.86,GBP,1620.29,SWIFT,Completed,ES,SE,Logistics,SME,BBVAESBB904,SWEDSESS521,True,18.31,False,2023,1,Jan,Thursday,23,1,1,False,True
9d11eeed-4b36-4381-9593-a927c1b7125f,2023-01-06 00:29:21,109.09,EUR,109.09,SEPA Direct Debit,Completed,BE,FR,Financial Svcs,SME,XXXXXXXX944,BNPAFRPP807,True,17.28,False,2023,1,Jan,Friday,0,1,1,False,True
0c8274c4-96fb-4a41-a923-d49b604cc614,2023-01-06 00:40:08,129.28,EUR,129.28,SEPA Credit Transfer,Completed,AT,SE,Retail,Retail,XXXXXXXX202,SWEDSESS253,True,18.42,False,2023,1,Jan,Friday,0,1,1,False,True
164f0d73-70a9-4c52-a08a-a3321b406b36,2023-01-06 02:05:46,764.31,EUR,764.31,SEPA Credit Transfer,Completed,IT,CH,Retail,SME,BNLIITRR990,UBSWCHZH644,True,39.78,False,2023,1,Jan,Friday,2,1,1,False,True
53230d2b-578b-4b22-b4d8-7ab346f4a700,2023-01-06 02:21:31,1326.78,CHF,1459.46,SEPA Direct Debit,Completed,IT,BE,Retail,SME,BCITITMM564,XXXXXXXX309,True,15.06,False,2023,1,Jan,Friday,2,1,1,False,True
29acb046-1d88-4cdc-8085-cdef0ba4bd07,2023-01-06 04:04:55,306.61,SEK,27.59,SEPA Credit Transfer,Completed,AT,DK,Healthcare,Retail,XXXXXXXX434,XXXXXXXX199,True,15.96,False,2023,1,Jan,Friday,4,1,1,False,True
c5bcb384-de16-4a1e-8640-57124d442b94,2023-01-06 04:31:29,101.18,PLN,23.27,SEPA Credit Transfer,Completed,ES,DK,Travel,Retail,SANESSS101,XXXXXXXX546,True,16.06,False,2023,1,Jan,Friday,4,1,1,False,True
52c44739-0543-4b11-8482-5d3d5679cd53,2023-01-06 07:07:29,215.05,EUR,215.05,SEPA Direct Debit,Pending,NL,DK,Logistics,Retail,ABNANL2A384,XXXXXXXX573,True,4.82,False,2023,1,Jan,Friday,7,1,1,False,False
9e1b15af-d313-4bab-ab21-8805fa21b289,2023-01-06 09:07:33,682.44,PLN,156.96,SEPA Direct Debit,Completed,HU,PT,Financial Svcs,Retail,XXXXXXXX100,XXXXXXXX299,True,2.08,False,2023,1,Jan,Friday,9,1,1,False,False
afaa5fb4-426c-4981-b6b6-0c4f81a099fc,2023-01-06 12:02:40,140.09,EUR,140.09,Card Payment,Pending,HU,RO,Manufacturing,Corporate,XXXXXXXX174,XXXXXXXX851,True,3.95,False,2023,1,Jan,Friday,12,1,1,False,False
e871d7eb-4f92-4993-aa57-609e42b9ea06,2023-01-06 12:07:46,3124.27,EUR,3124.27,SWIFT,Reversed,ES,FR,Retail,SME,BBVAESBB902,BNPAFRPP783,True,13.94,False,2023,1,Jan,Friday,12,1,1,False,False
1d2764d3-329d-484b-afc0-b3dff93199fb,2023-01-06 12:36:57,583.53,EUR,583.53,SEPA Credit Transfer,Completed,SE,DK,Retail,SME,SWEDSESS632,XXXXXXXX484,True,2.18,False,2023,1,Jan,Friday,12,1,1,False,False
